,ast,blka,block_above_3,block_in_paint,block_lcorner_3,block_mid_range,block_rcorner_3,block_res,dreb,fga,min,oreb,shot_above_3,shot_in_paint,shot_lcorner_3,shot_mid_range,shot_rcorner_3,shot_res,stl
1627747,5.1,28,0.0,0.3571427295918823,0.0,0.0,0.0,0.6428569132653881,8.9,483,2461.455,2.1,0.2857142797988762,0.2587991664844893,0.018633539986883232,0.049689439965021946,0.014492753323131402,0.37267079973766465,2.5999999999999996
1629058,5.1,1,0.0,0.0,0.0,0.0,0.0,0.9999900000999989,8.9,22,2461.455,2.1,0.3636361983471826,0.2272726239669891,0.04545452479339782,0.09090904958679565,0.04545452479339782,0.2272726239669891,2.5999999999999996
203894,5.1,27,0.03703702331962099,0.33333320987658893,0.0,0.0,0.0,0.6296293964335569,8.9,434,2461.455,2.1,0.45161289281997946,0.11059907579264804,0.04377880083458985,0.14055299215315686,0.02304147412346834,0.2304147412346834,2.5999999999999996
1629033,5.1,4,0.0,0.49999875000312505,0.0,0.0,0.0,0.49999875000312505,8.9,72,2461.455,2.1,0.583333252314826,0.08333332175926086,0.027777773919753623,0.055555547839507245,0.013888886959876811,0.2361110783179058,2.5999999999999996
1626156,5.1,44,0.022727267561984642,0.43181808367770824,0.0,0.09090907024793857,0.0,0.45454535123969286,8.9,1516,2461.455,2.1,0.3839050106602572,0.22229551304554412,0.021767809882798087,0.200527703162746,0.012532981447671626,0.15897097520467696,2.5999999999999996
1626210,5.1,0,0.0,0.0,0.0,0.0,0.0,0.0,8.9,13,2461.455,2.1,0.07692301775152481,0.46153810650914884,0.0,0.07692301775152481,0.0,0.38461508875762407,2.5999999999999996
1628443,5.1,6,0.0,0.16666638888935187,0.0,0.0,0.0,0.8333319444467593,8.9,141,2461.455,2.1,0.21276594235702537,0.22695033851416038,0.007092198078567512,0.1843971500427553,0.03546099039283756,0.33333330969267305,2.5999999999999996
1628422,5.1,16,0.12499992187504883,0.31249980468762206,0.06249996093752441,0.0,0.0,0.4999996875001953,8.9,697,2461.455,2.1,0.4002869383029134,0.06886657003060875,0.04734576689604352,0.2596843578237538,0.04017216585118844,0.18364418674829,2.5999999999999996
1627740,5.1,5,0.0,0.19999960000080003,0.0,0.0,0.0,0.7999984000032001,8.9,95,2461.455,2.1,0.2315789229916923,0.2315789229916923,0.06315788808864335,0.1052631468144056,0.1052631468144056,0.263157867036014,2.5999999999999996
1628656,5.1,0,0.0,0.0,0.0,0.0,0.0,0.0,8.9,27,2461.455,2.1,0.29629618655696793,0.22222213991772596,0.0,0.25925916323734693,0.0,0.22222213991772596,2.5999999999999996
1626209,5.1,29,0.03448274673008733,0.20689648038052402,0.0,0.13793098692034933,0.0,0.620689441141572,8.9,464,2461.455,2.1,0.2693965459181779,0.1465517209794888,0.0366379302448722,0.15301723808152504,0.02155172367345423,0.3728448195507582,2.5999999999999996
1628439,5.1,0,0.0,0.0,0.0,0.0,0.0,0.0,8.9,8,2461.455,2.1,0.0,0.12499984375019532,0.0,0.37499953125058594,0.0,0.4999993750007813,2.5999999999999996
203098,5.1,4,0.0,0.49999875000312505,0.0,0.0,0.0,0.49999875000312505,8.9,105,2461.455,2.1,0.3999999619047655,0.04761904308390066,0.06666666031746092,0.3428571102040847,0.08571427755102118,0.057142851700680786,2.5999999999999996
201599,5.1,31,0.0,0.22580637877213589,0.0,0.03225805411030513,0.0,0.7419352445370179,8.9,446,2461.455,2.1,0.0,0.10089685872428568,0.0,0.020179371744857136,0.0,0.8789237471093331,2.5999999999999996
1628995,5.1,60,0.0,0.36666660555556574,0.0333333277777787,0.09999998333333611,0.0333333277777787,0.46666658888890183,8.9,914,2461.455,2.1,0.3085339134733708,0.17067833511292851,0.03501094053598534,0.18927789727267072,0.052516410803978,0.2439824918601478,2.5999999999999996
1628436,5.1,6,0.0,0.16666638888935187,0.16666638888935187,0.0,0.0,0.6666655555574075,8.9,283,2461.455,2.1,0.5830388486558711,0.0742049443743836,0.04946996291625573,0.09893992583251146,0.04593639413652318,0.1484098887487672,2.5999999999999996
1626144,5.1,56,0.08928569834183958,0.16071425701531125,0.0,0.03571427933673583,0.0,0.7142855867347166,8.9,740,2461.455,2.1,0.23243242929145366,0.1756756733016801,0.0229729726625274,0.19729729463111764,0.02567567532870709,0.3459459412710008,2.5999999999999996
1628373,5.1,10,0.0,0.49999950000050003,0.0,0.0999999000001,0.0,0.3999996000004,8.9,281,2461.455,2.1,0.3167259673763001,0.20640568660477984,0.03914590608021687,0.22419928027760572,0.04626334354934721,0.16725978052456297,2.5999999999999996
1629011,5.1,23,0.0,0.0,0.0,0.0,0.0,0.9999995652175804,8.9,291,2461.455,2.1,0.0,0.03436425998748248,0.0,0.010309277996244743,0.0,0.9553264276520129,2.5999999999999996
1628372,5.1,53,0.018867920968316798,0.16981128871485118,0.0,0.056603762904950394,0.0,0.7547168387326719,8.9,649,2461.455,2.1,0.2865947567550885,0.10477657773841946,0.012326656204519936,0.16486902673545414,0.020030816332344895,0.41140215082585285,2.5999999999999996
202498,5.1,9,0.0,0.0,0.0,0.11111098765445816,0.11111098765445816,0.7777769135812072,8.9,197,2461.455,2.1,0.16751268185214813,0.14213197248061052,0.13705583060630303,0.2182741005952233,0.09644669561184287,0.2385786680924534,2.5999999999999996
1629019,5.1,62,0.048387088969824354,0.09677417793964871,0.0,0.048387088969824354,0.0,0.8064514828304059,8.9,518,2461.455,2.1,0.21235520825569096,0.09459459276844416,0.021235520825569097,0.24131273665419428,0.021235520825569097,0.4092664013655135,2.5999999999999996
203943,5.1,31,0.0,0.19354832466183075,0.0,0.03225805411030513,0.0,0.774193298647323,8.9,440,2461.455,2.1,0.2704545393078514,0.20454544989669432,0.013636363326446289,0.06363636219008269,0.027272726652892577,0.4204545358987606,2.5999999999999996
1628413,5.1,6,0.0,0.33333277777870374,0.0,0.0,0.0,0.6666655555574075,8.9,162,2461.455,2.1,0.44444441700960385,0.03703703475080032,0.06172839125133387,0.03703703475080032,0.08024690862673403,0.3395061518823363,2.5999999999999996
202710,5.1,43,0.0,0.3953487452677336,0.0,0.0930232341806432,0.0,0.5116277879935376,8.9,903,2461.455,2.1,0.16057585647202818,0.1683277943706778,0.018826134896720543,0.26024362945466634,0.03322259099421272,0.3588039827374974,2.5999999999999996
203954,5.1,76,0.013157893005540393,0.3421052181440502,0.0,0.05263157202216157,0.013157893005540393,0.5789472922437773,8.9,1197,2461.455,2.1,0.20969089214961661,0.19214703264705904,0.005847953167519188,0.19214703264705904,0.0025062656432225093,0.3976608153913048,2.5999999999999996
203516,5.1,13,0.0,0.15384603550304962,0.0,0.0,0.07692301775152481,0.7692301775152481,8.9,294,2461.455,2.1,0.2585033925679118,0.04081632514230187,0.11564625456985529,0.02380952299967609,0.15646257971215716,0.40476189099449356,2.5999999999999996
202699,5.1,59,0.01694914966963565,0.22033894570526344,0.0,0.0677965986785426,0.0,0.6949151364550615,8.9,1251,2461.455,2.1,0.25579536166430566,0.22541966246666936,0.027178257176832477,0.18465227670142065,0.027977617682033433,0.2789768163151334,2.5999999999999996
1629312,5.1,1,0.0,0.0,0.0,0.0,0.0,0.9999900000999989,8.9,10,2461.455,2.1,0.2999997000003,0.1999998000002,0.0999999000001,0.0,0.0999999000001,0.2999997000003,2.5999999999999996
101161,5.1,6,0.0,0.4999991666680556,0.0,0.0,0.0,0.4999991666680556,8.9,156,2461.455,2.1,0.20512819197896204,0.24358972797501743,0.01923076799802769,0.025641023997370255,0.025641023997370255,0.4807691999506923,2.5999999999999996
1627788,5.1,9,0.0,0.8888879012356653,0.0,0.0,0.0,0.11111098765445816,8.9,242,2461.455,2.1,0.46694212946520125,0.14462809319718622,0.020661156171026603,0.08677685591831173,0.08677685591831173,0.1942148680076501,2.5999999999999996
1626246,5.1,18,0.0,0.33333314814825105,0.0,0.0,0.0,0.6666662962965021,8.9,260,2461.455,2.1,0.023076922189349147,0.24230768298816607,0.0,0.09615384245562145,0.015384614792899433,0.623076899112427,2.5999999999999996
204456,5.1,19,0.0,0.36842085872586383,0.0,0.05263155124655198,0.0,0.5789470637120717,8.9,419,2461.455,2.1,0.04534606097026108,0.32935560073136994,0.0214797130911763,0.3174224267918275,0.03341288703071869,0.2529832875182986,2.5999999999999996
1629003,5.1,4,0.24999937500156252,0.0,0.0,0.24999937500156252,0.0,0.49999875000312505,8.9,87,2461.455,2.1,0.3333332950191615,0.13793101862861853,0.10344826397146391,0.12643676707623366,0.06896550931430927,0.22988503104769759,2.5999999999999996
202328,5.1,19,0.0,0.21052620498620792,0.0,0.05263155124655198,0.0,0.7368417174517277,8.9,189,2461.455,2.1,0.02645502505528968,0.2222222104644333,0.0,0.07936507516586903,0.0,0.6719576364043579,2.5999999999999996
200755,5.1,20,0.299999850000075,0.19999990000005,0.0,0.19999990000005,0.0,0.299999850000075,8.9,1027,2461.455,2.1,0.5063291089938743,0.03894839299952879,0.027263875099670154,0.2736124608216898,0.05452775019934031,0.09931840214879842,2.5999999999999996
203118,5.1,21,0.04761902494332146,0.38095219954657167,0.0,0.09523804988664292,0.0,0.4761902494332146,8.9,417,2461.455,2.1,0.42925658443029774,0.143884888635854,0.0863309331815124,0.11270982943141897,0.0791366887497197,0.14868105159038247,2.5999999999999996
1627732,5.1,57,0.0,0.2631578485687985,0.0,0.035087713142506465,0.0,0.7017542628501293,8.9,960,2461.455,2.1,0.006249999934895834,0.263541663921441,0.0,0.06979166593967015,0.0,0.6604166597873264,2.5999999999999996
203613,5.1,36,0.055555540123461075,0.4722220910494191,0.027777770061730538,0.0833333101851916,0.0,0.36111101080249697,8.9,348,2461.455,2.1,0.2183907983221035,0.22988505086537211,0.04885057330889157,0.1781609144206634,0.025862068222354363,0.29885056612498373,2.5999999999999996
1629015,5.1,3,0.0,0.0,0.3333322222259259,0.0,0.0,0.6666644444518518,8.9,34,2461.455,2.1,0.35294107266439034,0.029411756055365862,0.058823512110731724,0.1470587802768293,0.058823512110731724,0.35294107266439034,2.5999999999999996
1628384,5.1,32,0.15624995117189025,0.1249999609375122,0.03124999023437805,0.0624999804687561,0.03124999023437805,0.593749814453183,8.9,404,2461.455,2.1,0.2524752412753653,0.061881186587099346,0.12128712571071472,0.04207920687922755,0.12623762063768265,0.39603959415743584,2.5999999999999996
1628449,5.1,7,0.0,0.0,0.0,0.0,0.0,0.9999985714306123,8.9,76,2461.455,2.1,0.3815788971606714,0.03947367901662118,0.03947367901662118,0.013157893005540393,0.06578946502770197,0.46052625519391377,2.5999999999999996
201188,5.1,36,0.0,0.36111101080249697,0.0,0.027777770061730538,0.0,0.6111109413580718,8.9,870,2461.455,2.1,0.3068965481965914,0.2747126405205444,0.004597701096578148,0.22528735373232928,0.0034482758224336114,0.18505746913727047,2.5999999999999996
201980,5.1,17,0.0,0.23529397923883574,0.058823494809708936,0.058823494809708936,0.23529397923883574,0.41176446366796254,8.9,628,2461.455,2.1,0.3964968089729808,0.08757961643981503,0.10828025305286222,0.09394904308998339,0.1847133728548826,0.1289808896659094,2.5999999999999996
201586,5.1,30,0.033333322222225924,0.4999998333333889,0.0,0.0,0.0,0.466666511111163,8.9,877,2461.455,2.1,0.1710376263279632,0.2531356869653856,0.013683010106237058,0.2508551852810127,0.00798175589530495,0.3033067240215881,2.5999999999999996
202695,5.1,49,0.0,0.18367343190338123,0.0,0.14285711370262985,0.0,0.6734692503123979,8.9,1129,2461.455,2.1,0.22054915659389587,0.1656333023416005,0.023029229202575472,0.29317980254048004,0.023914968787289916,0.27369353167676236,2.5999999999999996
202391,5.1,35,0.028571420408165595,0.19999994285715916,0.028571420408165595,0.11428568163266238,0.0,0.6285712489796431,8.9,541,2461.455,2.1,0.29020332180770203,0.1866913089336172,0.031423289622490025,0.13493530249657482,0.024029574417198257,0.3327171842381297,2.5999999999999996
200768,5.1,30,0.16666661111112963,0.16666661111112963,0.0,0.16666661111112963,0.0,0.4999998333333889,8.9,736,2461.455,2.1,0.5353260796830696,0.05842391224967511,0.05298912971482161,0.12499999830163046,0.021739130139413993,0.20652173632443294,2.5999999999999996
1628070,5.1,1,0.0,0.0,0.0,0.0,0.0,0.9999900000999989,8.9,18,2461.455,2.1,0.4444441975310014,0.055555524691375174,0.0,0.2222220987655007,0.0,0.27777762345687584,2.5999999999999996
1627775,5.1,3,0.3333322222259259,0.3333322222259259,0.0,0.0,0.0,0.3333322222259259,8.9,63,2461.455,2.1,0.23809520030234915,0.12698410682791955,0.14285712018140947,0.06349205341395978,0.04761904006046983,0.38095232048375866,2.5999999999999996
201975,5.1,2,0.0,0.49999750001249993,0.0,0.0,0.49999750001249993,0.0,8.9,39,2461.455,2.1,0.282051209730459,0.15384611439843218,0.10256407626562146,0.17948713346483755,0.07692305719921609,0.20512815253124292,2.5999999999999996
1626259,5.1,1,0.0,0.9999900000999989,0.0,0.0,0.0,0.0,8.9,26,2461.455,2.1,0.49999980769238167,0.03846152366864474,0.1923076183432237,0.03846152366864474,0.11538457100593423,0.11538457100593423,2.5999999999999996
203961,5.1,1,0.0,0.0,0.0,0.0,0.0,0.9999900000999989,8.9,7,2461.455,2.1,0.14285693877580175,0.2857138775516035,0.0,0.0,0.0,0.571427755103207,2.5999999999999996
1626181,5.1,21,0.0,0.19047609977328583,0.0,0.04761902494332146,0.0,0.7619043990931433,8.9,397,2461.455,2.1,0.27959697028722996,0.09319899009574333,0.0856423152231155,0.08312342359890622,0.05289672410839486,0.40554155149769394,2.5999999999999996
1627783,5.1,42,0.0,0.571428435374182,0.0,0.023809518140590916,0.0,0.4047618083900456,8.9,943,2461.455,2.1,0.0668080586764787,0.24072110031048674,0.08483563006536977,0.050901378039221866,0.07317073093138143,0.4835630913726077,2.5999999999999996
1627832,5.1,39,0.025641019066405365,0.10256407626562146,0.0,0.07692305719921609,0.0,0.7948715910585663,8.9,599,2461.455,2.1,0.39899832388984435,0.07512520742695815,0.04674457351010729,0.1519198639078487,0.04674457351010729,0.28046744106064375,2.5999999999999996
1628395,5.1,11,0.0,0.45454504132268975,0.0,0.0,0.0,0.5454540495872277,8.9,191,2461.455,2.1,0.005235601820125559,0.16230365642389233,0.0,0.34031411830816133,0.0,0.49214657109180254,2.5999999999999996
101106,5.1,1,0.0,0.9999900000999989,0.0,0.0,0.0,0.0,8.9,36,2461.455,2.1,0.0,0.27777770061730533,0.0,0.055555540123461075,0.0,0.6666664814815328,2.5999999999999996
1626188,5.1,19,0.05263155124655198,0.31578930747931183,0.0,0.21052620498620792,0.0,0.42105240997241583,8.9,438,2461.455,2.1,0.3561643754300371,0.11872145847667903,0.05707762426763415,0.23972602192406345,0.04109588947269659,0.18721460759784003,2.5999999999999996
202326,5.1,32,0.0,0.4999998437500488,0.0,0.03124999023437805,0.0,0.4687498535156707,8.9,371,2461.455,2.1,0.24258759453941794,0.19407007563153436,0.010781670868418575,0.07277627836182539,0.0026954177171046438,0.477088935927522,2.5999999999999996
201939,5.1,36,0.1666666203703832,0.2222221604938443,0.027777770061730538,0.055555540123461075,0.0,0.5277776311728802,8.9,1329,2461.455,2.1,0.5011286644008377,0.07524454420433,0.05793829903733409,0.14747930664048678,0.042136944754424796,0.1760722334381322,2.5999999999999996
1629094,5.1,1,0.0,0.9999900000999989,0.0,0.0,0.0,0.0,8.9,33,2461.455,2.1,0.45454531680444943,0.06060604224059325,0.030303021120296626,0.242424168962373,0.1212120844811865,0.09090906336088989,2.5999999999999996
201142,5.1,38,0.026315782548478276,0.39473673822717414,0.0,0.15789469529086964,0.0,0.4210525207756524,8.9,1383,2461.455,2.1,0.25813448837212954,0.1807664484398666,0.009399855318873064,0.333333330923114,0.013015184287670395,0.20535068542768847,2.5999999999999996
1628980,5.1,3,0.0,0.0,0.0,0.0,0.0,0.9999966666777778,8.9,53,2461.455,2.1,0.20754713065148478,0.1320754467782176,0.018867920968316798,0.37735841936633596,0.056603762904950394,0.20754713065148478,2.5999999999999996
203110,5.1,17,0.058823494809708936,0.41176446366796254,0.0,0.0,0.0,0.5294114532873805,8.9,421,2461.455,2.1,0.33729215350849995,0.13064132706315137,0.02612826541263028,0.08788598366066548,0.02612826541263028,0.39192398118945415,2.5999999999999996
2738,5.1,4,0.0,0.24999937500156252,0.0,0.0,0.0,0.7499981250046875,8.9,301,2461.455,2.1,0.2724252401187628,0.056478403439255705,0.1029900298009957,0.10963454785267283,0.09966777077515712,0.35880397479056564,2.5999999999999996
201973,5.1,13,0.0,0.07692301775152481,0.0,0.07692301775152481,0.0,0.8461531952667729,8.9,354,2461.455,2.1,0.37853106275335985,0.06497174957706922,0.07909604296338862,0.11864406444508294,0.0677966082543331,0.2909604437581796,2.5999999999999996
1627745,5.1,11,0.0,0.1818180165290759,0.0,0.0,0.0,0.8181810743808415,8.9,74,2461.455,2.1,0.0,0.094594581811543,0.0,0.05405404674945314,0.0,0.851351236303887,2.5999999999999996
1627814,5.1,8,0.0,0.24999968750039064,0.0,0.24999968750039064,0.0,0.4999993750007813,8.9,127,2461.455,2.1,0.3385826505053031,0.11811022692045457,0.11023621179242427,0.20472439332878792,0.08661416640833335,0.1417322723045455,2.5999999999999996
2733,5.1,11,0.0,0.2727270247936138,0.0,0.1818180165290759,0.0,0.5454540495872277,8.9,208,2461.455,2.1,0.0,0.33173075328217533,0.0,0.3221153691290688,0.0,0.3461538295118351,2.5999999999999996
1626172,5.1,30,0.0,0.2333332555555815,0.0,0.0,0.0,0.7666664111111963,8.9,346,2461.455,2.1,0.014450866634368018,0.07803467982558729,0.005780346653747207,0.12716762638243856,0.005780346653747207,0.7687861049483785,2.5999999999999996
1628035,5.1,20,0.0,0.099999950000025,0.0499999750000125,0.0499999750000125,0.0,0.7999996000002,8.9,275,2461.455,2.1,0.199999992727273,0.0690909065785125,0.13454544965289275,0.0690909065785125,0.09454545110743814,0.43272725699173614,2.5999999999999996
202691,5.1,40,0.04999998750000312,0.32499991875002027,0.04999998750000312,0.19999995000001247,0.02499999375000156,0.3499999125000218,8.9,1402,2461.455,2.1,0.33095577510017277,0.09985734593539697,0.049928672967698484,0.3195435069932703,0.046362339184291446,0.1533523526865025,2.5999999999999996
201976,5.1,25,0.0,0.399999840000064,0.0,0.0399999840000064,0.0,0.5599997760000897,8.9,476,2461.455,2.1,0.46428570453181295,0.15966386219193568,0.05672268788397715,0.02310924321199069,0.06932772963597207,0.2268907515359086,2.5999999999999996
201163,5.1,7,0.0,0.4285708163274053,0.0,0.0,0.0,0.571427755103207,8.9,273,2461.455,2.1,0.3992673846422204,0.10989010586483129,0.05860805646124336,0.11355310939365901,0.11721611292248672,0.20146519408552405,2.5999999999999996
1629116,5.1,2,0.0,0.49999750001249993,0.0,0.0,,0.49999750001249993,8.9,5,2461.455,2.1,0.0,0.19999960000080003,0.0,0.0,,0.7999984000032001,2.5999999999999996
201568,5.1,41,0.0,0.17073166567520348,0.0,0.09756095181440198,0.024390237953600496,0.7073169006544144,8.9,882,2461.455,2.1,0.3945578186558071,0.10657596251047662,0.010204081516960527,0.21428571185617107,0.013605442022614036,0.26077097210010236,2.5999999999999996
1628983,5.1,67,0.029850741813322115,0.2835820472265601,0.029850741813322115,0.04477611271998318,0.0,0.6119402071731034,8.9,715,2461.455,2.1,0.09930069791187836,0.2363636330578513,0.04475524412929729,0.21818181513032428,0.04755244688737836,0.3538461488972567,2.5999999999999996
203210,5.1,37,0.0,0.2972972169466981,0.0,0.0,0.0,0.7027025127831046,8.9,476,2461.455,2.1,0.2563025156238967,0.10924369518395599,0.06932772963597207,0.13235293839594667,0.042016805839983074,0.39075629431184256,2.5999999999999996
1626149,5.1,72,0.0,0.2638888522376594,0.0,0.0,0.0,0.7361110088734709,8.9,885,2461.455,2.1,0.014689265370742765,0.21242937613074153,0.0011299434900571357,0.04067796564205688,0.0,0.7310734380669668,2.5999999999999996
203585,5.1,29,0.03448274673008733,0.310344720570786,0.0,0.06896549346017466,0.03448274673008733,0.5517239476813973,8.9,460,2461.455,2.1,0.30217390647448034,0.24347825557655967,0.08695651984877131,0.04565217292060494,0.09782608482986772,0.22391303861058612,2.5999999999999996
1628405,5.1,4,0.0,0.0,0.0,0.0,0.0,0.9999975000062501,8.9,73,2461.455,2.1,0.027397256520923764,0.32876707825108514,0.013698628260461882,0.013698628260461882,0.0,0.6164382717207847,2.5999999999999996
1629010,5.1,9,0.0,0.3333329629633745,0.0,0.22222197530891633,0.0,0.44444395061783265,8.9,108,2461.455,2.1,0.4166666280864233,0.12962961762688724,0.08333332561728467,0.17592590963648985,0.009259258401920519,0.18518516803841037,2.5999999999999996
1629013,5.1,16,0.06249996093752441,0.0,0.0,0.06249996093752441,0.0,0.8749994531253418,8.9,557,2461.455,2.1,0.5619389486186903,0.04308797050111364,0.078994612585375,0.09335726941907954,0.07001795206430966,0.1526032288581108,2.5999999999999996
202066,5.1,23,0.043478241965981754,0.17391296786392701,0.043478241965981754,0.043478241965981754,0.043478241965981754,0.6521736294897263,8.9,493,2461.455,2.1,0.3123732188159591,0.08519269604071611,0.12373224901151625,0.12778904406107416,0.0993914787141688,0.2515212930725904,2.5999999999999996
1628414,5.1,2,0.0,0.0,0.0,0.0,0.0,0.9999950000249999,8.9,49,2461.455,2.1,0.16326527280300554,0.2857142274052597,0.08163263640150277,0.0,0.061224477301127074,0.40816318200751384,2.5999999999999996
1627820,5.1,32,0.03124999023437805,0.3437498925781585,0.0,0.03124999023437805,0.0,0.593749814453183,8.9,217,2461.455,2.1,0.04608294718511764,0.41474652466605877,0.027649768311070584,0.07834101021469998,0.013824884155535292,0.41935481938457053,2.5999999999999996
101150,5.1,73,0.05479451304184753,0.26027393694877576,0.0,0.10958902608369506,0.0,0.575342386939399,8.9,1138,2461.455,2.1,0.224956061292126,0.21089630746136812,0.019332161517292078,0.2741651996997786,0.011423549987490773,0.25922671125459834,2.5999999999999996
1627826,5.1,47,0.0,0.3617020507016913,0.0,0.042553182435493095,0.0,0.5957445540969033,8.9,379,2461.455,2.1,0.0,0.2084432662679877,0.0,0.047493402440807325,0.0,0.7440633049059815,2.5999999999999996
1628366,5.1,25,0.0399999840000064,0.1599999360000256,0.0,0.0,0.0,0.799999680000128,8.9,454,2461.455,2.1,0.40528633468532305,0.09251101117817156,0.04405286246579598,0.06828193682198377,0.04845814871237558,0.3414096841099189,2.5999999999999996
1629067,5.1,5,0.0,0.39999920000160005,0.0,0.0,0.0,0.5999988000024,8.9,33,2461.455,2.1,0.18181812672177977,0.2121211478420764,0.030303021120296626,0.1212120844811865,0.030303021120296626,0.4242422956841528,2.5999999999999996
203493,5.1,23,0.08695648393196351,0.30434769376187226,0.0,0.043478241965981754,0.0,0.5652171455577628,8.9,594,2461.455,2.1,0.4848484766860526,0.07575757448219572,0.11111110924055372,0.12962962744731268,0.0656565645512363,0.1329966307576325,2.5999999999999996
203484,5.1,18,0.055555524691375174,0.16666657407412552,0.0,0.055555524691375174,0.055555524691375174,0.6666662962965021,8.9,755,2461.455,2.1,0.4158940342265691,0.05960264821718347,0.08609271409148724,0.16291390512696816,0.07152317786062017,0.20397350723213897,2.5999999999999996
1627936,5.1,18,0.055555524691375174,0.2222220987655007,0.0,0.0,0.0,0.7222218209878772,8.9,173,2461.455,2.1,0.21965316649403663,0.14450866216712935,0.04046242540679622,0.10404623676033313,0.02890173243342587,0.46242771893481394,2.5999999999999996
2199,5.1,6,0.0,0.33333277777870374,0.0,0.16666638888935187,0.0,0.4999991666680556,8.9,99,2461.455,2.1,0.010101009080706153,0.07070706356494307,0.0,0.010101009080706153,0.0,0.9090908172635538,2.5999999999999996
1628404,5.1,31,0.0,0.16129027055152564,0.0,0.0,0.0,0.8387094068679333,8.9,464,2461.455,2.1,0.43965516293846635,0.07758620522443524,0.07758620522443524,0.047413792081599314,0.0732758604897444,0.28448275248959587,2.5999999999999996
1627742,5.1,50,0.0,0.25999994800001036,0.0,0.07999998400000319,0.0,0.6599998680000264,8.9,729,2461.455,2.1,0.07270233096430273,0.2167352507992421,0.01920438931132525,0.25377228732822654,0.03566529443531832,0.40192043344416417,2.5999999999999996
2544,5.1,52,0.038461531065090176,0.2884614829881763,0.0,0.019230765532545088,0.0,0.653846028106533,8.9,1095,2461.455,2.1,0.27488584223848544,0.11141552409666189,0.013698630011884658,0.15890410813786204,0.010958904009507726,0.43013698237317827,2.5999999999999996
1629203,5.1,4,0.0,0.49999875000312505,0.0,0.0,0.0,0.49999875000312505,8.9,33,2461.455,2.1,0.30303021120296625,0.09090906336088989,0.0,0.09090906336088989,0.0,0.5151513590450426,2.5999999999999996
1628398,5.1,68,0.08823528114187042,0.279411723615923,0.014705880190311736,0.014705880190311736,0.0,0.6029410878027812,8.9,1086,2461.455,2.1,0.3020257799076816,0.17495395787335213,0.04511970492523292,0.09116022015506244,0.03867403279305679,0.3480662951375111,2.5999999999999996
201580,5.1,21,0.0,0.38095219954657167,0.0,0.0,0.0,0.619047324263179,8.9,640,2461.455,2.1,0.015624999755859379,0.23281249636230475,0.001562499975585938,0.049999999218750014,0.0,0.6999999890625002,2.5999999999999996
203488,5.1,9,0.0,0.11111098765445816,0.0,0.0,0.0,0.8888879012356653,8.9,360,2461.455,2.1,0.5583333178240746,0.04999999861111115,0.07222222021604945,0.0805555533179013,0.07777777561728402,0.1611111066358026,2.5999999999999996
200765,5.1,34,0.0,0.17647053633219517,0.0,0.058823512110731724,0.0,0.7647056574395125,8.9,431,2461.455,2.1,0.2714617106389394,0.15545243258811062,0.023201855610165766,0.10672853580676252,0.03248259785423207,0.410672844299934,2.5999999999999996
202362,5.1,18,0.0,0.33333314814825105,0.0,0.0,0.0,0.6666662962965021,8.9,428,2461.455,2.1,0.3177570019215654,0.06542055921914582,0.04672897087081844,0.20093457474451928,0.08644859611101412,0.28271027376845154,2.5999999999999996
1629021,5.1,17,0.058823494809708936,0.29411747404854466,0.0,0.058823494809708936,0.0,0.5882349480970893,8.9,171,2461.455,2.1,0.4269005598303766,0.11111110461338569,0.017543858623166163,0.03508771724633233,0.00584795287438872,0.40350874833282174,2.5999999999999996
1629140,5.1,11,0.0,0.2727270247936138,0.0,0.0,0.0,0.7272720661163036,8.9,109,2461.455,2.1,0.0,0.20183484386836295,0.0,0.04587155542462794,0.009174311084925588,0.7431191978789726,2.5999999999999996
1629028,5.1,43,0.0,0.2558138939967688,0.0,0.0930232341806432,0.0,0.6511626392645025,8.9,870,2461.455,2.1,0.0034482758224336114,0.21954022736160658,0.001149425274144537,0.2620689625049545,0.0,0.513793097542608,2.5999999999999996
1627733,5.1,4,0.0,0.0,0.24999937500156252,0.0,0.0,0.7499981250046875,8.9,197,2461.455,2.1,0.3756344986987564,0.07614212811461278,0.07614212811461278,0.010152283748615038,0.06091370249169023,0.401015208070294,2.5999999999999996
1626164,5.1,76,0.09210525103878275,0.23684207409972707,0.013157893005540393,0.07894735803324236,0.0,0.5789472922437773,8.9,1249,2461.455,2.1,0.30264211126787743,0.18014411384992704,0.01281024809599481,0.2337870277519053,0.01120896708399546,0.25940752394389494,2.5999999999999996
1628969,5.1,32,0.0624999804687561,0.15624995117189025,0.03124999023437805,0.0,0.0624999804687561,0.687499785156317,8.9,562,2461.455,2.1,0.3042704572193869,0.08540925114930159,0.10320284513873941,0.05338078196831349,0.14412811131444642,0.30960853541621824,2.5999999999999996
2037,5.1,8,0.0,0.24999968750039064,0.0,0.6249992187509766,0.0,0.12499984375019532,8.9,436,2461.455,2.1,0.3738532024345596,0.16284403296229283,0.050458714439020315,0.32798164385363204,0.034403668935695665,0.050458714439020315,2.5999999999999996
203584,5.1,6,0.16666638888935187,0.33333277777870374,0.0,0.0,0.0,0.4999991666680556,8.9,275,2461.455,2.1,0.5490908891239678,0.0690909065785125,0.0799999970909092,0.138181813157025,0.07636363358677696,0.08727272409917368,2.5999999999999996
